Percent 65 and Older,Percent Under 18 Years,Percent Under 5 Years,county,Bachelor's Degree or Higher,High School or Higher,American Indian and Alaska Native Alone,Asian Alone,Black Alone,Hispanic or Latino,Native Hawaiian and Other Pacific Islander Alone,Two or More Races,White Alone,"White Alone, not Hispanic or Latino",Per Capita Income,Persons Below Poverty Level,Median Household Income,2010 Population,2014 Population,Population Percent Change,Population per Square Mile,state
15.1,23.5,6.7,Caroline County,16.8,80.9,0.8,0.9,28.2,4.2,0.1,3.1,67,63.8,25718,12.7,57218,28545,29778,4.3,54.1,VA
21.7,19.3,4.4,Carroll County,12.8,76.2,0.3,0.2,0.9,3.1,0,0.7,97.8,95,19385,18.1,32853,30042,29621,-1.4,63.3,VA
21.3,15.8,3.2,Charles City County,13.9,75.9,7.2,0.4,47.5,1.7,0.1,2.7,42.1,41.1,26198,11.8,48428,7256,7023,-3.2,39.7,VA
20.2,21.6,5.5,Charlotte County,15.6,74.8,0.4,0.3,29.3,2.8,0,1.5,68.5,66.9,18762,17.9,33015,12586,12225,-2.8,26.5,VA
12.8,24.4,5.8,Chesterfield County,36.3,90.1,0.6,3.6,23.3,8,0.1,2.6,69.8,63.4,32572,6.7,72088,316236,332499,5.1,747.1,VA
18.1,21.4,5.3,Clarke County,31.3,89,0.4,1.2,5.1,4.4,0.1,2.5,90.8,87,38748,6.7,77597,14034,14423,2.8,79.7,VA
21.1,19.3,4.5,Craig County,14.6,89.7,0.3,0.2,0.2,1,0,0.9,98.4,97.7,21498,8.7,47806,5190,5234,1.2,15.7,VA
13.9,25.4,6.5,Culpeper County,22.6,84.3,0.7,1.5,15.8,9.2,0.1,3,78.9,71.4,27379,9.1,64423,46689,49166,5.3,123.1,VA
19.3,21,5.4,Cumberland County,14,76.9,0.6,0.4,32.2,2.4,0,2.1,64.8,63.1,21540,16.3,40557,10052,9827,-2.3,33.8,VA
18.9,20.6,5.2,Dickenson County,10.5,72.4,0.2,0.2,0.4,0.9,0,0.5,98.7,97.9,18215,20.9,33318,15903,15308,-3.7,48.1,VA
16.3,20.3,4.4,Dinwiddie County,12.8,80.2,0.4,0.6,32.7,2.9,0.1,1.6,64.6,62.5,23781,13.2,52027,28001,27859,-0.5,55.6,VA
20.4,20,5.4,Essex County,14.7,76.7,0.9,1,37.9,3.6,0.2,2.3,57.6,55.3,21532,11.1,44885,11151,11103,-0.4,43.4,VA
11.5,23.8,6.7,Fairfax County,58.6,91.8,0.7,19.2,10,16.4,0.1,3.5,66.6,52,50532,5.9,110292,1081726,1137538,5.2,2766.8,VA
14.9,23.9,5.6,Fauquier County,33.2,91.4,0.5,1.5,8.2,7.2,0.1,2.4,87.3,81,39600,5.6,88409,65203,68248,4.6,100.7,VA
20.4,20.5,5,Floyd County,16,81.4,0.2,0.6,1.9,2.8,0,1.2,96.1,93.7,21816,12.7,44618,15279,15578,1.9,40.2,VA
18.3,21.2,5.1,Fluvanna County,28.8,85.5,0.3,0.7,15.4,3.2,0.1,2,81.5,78.9,30881,7.1,68288,25691,26092,1.5,89.8,VA
20.8,19.7,4.8,Franklin County,19.1,82.7,0.5,0.4,8.4,2.7,0,1.3,89.4,87.2,24557,14,45624,56159,56358,0.3,81.3,VA
15.2,23.5,5.8,Frederick County,27.5,86,0.4,1.6,4.6,7.4,0.1,2,91.4,84.8,30112,7.1,68424,78305,82377,5.2,189.4,VA
20,20.7,5.1,Giles County,16.6,80.5,0.2,0.5,1.6,1.6,0,1,96.7,95.2,23485,13.3,45141,17286,16815,-2.7,48.6,VA
17.5,20.5,5.1,Gloucester County,22,89.3,0.5,0.9,8.4,3.3,0,2.4,87.8,85,28673,9.2,60519,36858,37141,0.8,169.2,VA
19.4,19.1,4,Goochland County,38,87.4,0.3,1.3,17.7,2.4,0,1.4,79.3,77.3,45039,5.6,80976,21717,21936,1.1,77.2,VA
23.6,17.9,4.7,Grayson County,10.9,75.3,0.2,0.2,2.3,3,0,1.1,96.1,93.4,20591,19.1,30710,15533,15093,-2.8,35.1,VA
15.7,24.3,6.4,Greene County,24.1,83.1,0.3,1.7,6.9,5,0,2.4,88.6,84.2,26998,12,59358,18403,19031,3.4,117.8,VA
15.1,17.5,5.2,Greensville County,7.2,72.7,0.3,0.6,59.3,2.1,0,1,38.8,37.5,16380,21.6,39697,12243,11681,-4.6,41.5,VA
22,20.8,4.9,Halifax County,15.2,78.9,0.3,0.5,36.6,1.9,0,1.2,61.3,59.8,20929,21.3,34659,36241,35200,-2.9,44.3,VA
15.7,22.7,4.6,Hanover County,35.5,92.1,0.5,1.6,9.6,2.6,0.1,1.6,86.7,84.6,33540,5.1,75070,99863,101918,2.1,213.1,VA
13.8,23.4,6.3,Henrico County,39.7,90.1,0.4,7.9,30.1,5.4,0.1,2.2,59.3,55,33115,10.7,61048,306935,321924,4.9,1313.4,VA
21.8,19.8,5,Henry County,11.2,77,0.3,0.6,22,5.4,0,1.7,75.3,70.5,19852,17.1,34984,54151,52081,-3.8,141.6,VA
29.4,13.3,3.2,Highland County,20.9,78.9,0.3,0.4,0.8,1.5,0,0.2,98.2,97.2,26372,10.2,49625,2321,2248,-3.1,5.6,VA
17.3,21.1,4.6,Isle of Wight County,25.5,86.1,0.4,1,23.9,2.7,0,1.9,72.7,70.6,30903,12,63942,35270,36007,2.1,111.8,VA
22.8,21,5.1,James City County,45.8,93.5,0.4,2.6,13.6,5.5,0.1,2.7,80.6,76,39133,8.7,76960,67009,72583,7.7,470.4,VA
20.6,18.7,3.9,King and Queen County,14.1,81.5,1.8,0.4,26.9,3.1,0,2.4,68.4,65.7,23868,9.2,48372,6945,7175,3.3,22,VA
11.7,26.2,6.8,King George County,31.1,91.1,0.6,1.4,17.3,4.4,0.1,3.2,77.3,73.9,34234,7.1,81753,23584,25371,7.6,131.3,VA
14.4,23.5,6.1,King William County,19.2,89.4,1.4,0.9,17.5,2.5,0,2.3,77.9,76,26940,9.5,62670,15935,16186,1.6,58.2,VA
35.2,15,3.8,Lancaster County,28.3,87.9,0.2,0.7,28,1.6,0,1.1,69.9,68.7,30737,11.7,49248,11391,11044,-3.1,85.5,VA
18.8,19.3,5.1,Lee County,11.7,74.2,0.4,0.3,4.2,1.8,0,0.9,94.2,92.8,16664,26.8,31308,25587,24951,-2.5,58.8,VA
7.9,29.4,7.7,Loudoun County,57.9,93.8,0.5,17.3,7.8,13.4,0.1,3.5,70.7,58.8,46565,3.6,122238,312311,363050,16.2,605.8,VA
17.6,21,5.6,Louisa County,18.8,82.5,0.4,0.6,16.7,2.5,0,2.2,80,78,26956,10.3,54518,33153,34348,3.4,66.8,VA
19.7,18.7,4.4,Lunenburg County,11.9,69,0.4,0.3,34,4.2,0.2,1.8,63.3,60.2,17630,22.6,35237,12914,12466,-3.5,29.9,VA
20.5,21,5,Madison County,21.8,79.8,0.3,0.6,9.5,2.1,0,2.4,87.2,85.3,27296,13.3,53459,13308,13157,-1.1,41.5,VA
28.2,16.9,3.7,Mathews County,27.2,88.8,0.3,0.7,9.2,2.1,0.1,2.1,87.7,85.8,31342,10.1,55192,8978,8836,-1.6,104.5,VA
23.8,19.1,4.8,Mecklenburg County,13.7,76.9,0.3,0.9,34.9,2.7,0.1,1.7,62.1,60.1,20056,19.6,36261,32727,31192,-4.7,52.3,VA
29,15.6,4.1,Middlesex County,27.4,89,0.4,0.4,17.7,2.2,0,1.8,79.6,77.9,30531,9.4,53309,10959,10696,-2.4,84.1,VA
11,16,4.5,Montgomery County,42.4,89.6,0.3,5.9,4.2,3,0.1,2.2,87.2,84.7,23548,24.5,45543,94392,97244,3,243.9,VA
23.7,18.8,4.5,Nelson County,26.7,80.8,0.5,0.6,12.5,3.5,0,1.9,84.4,81.7,26059,14.2,48789,15020,14850,-1.1,31.9,VA
15.1,20.9,4.8,New Kent County,23.2,88.8,1,1.1,13.7,2.6,0,2.3,81.9,79.7,32068,5.9,70618,18429,20021,8.6,87.9,VA
24.4,19.9,5.8,Northampton County,20.2,78.1,0.3,0.9,35.2,8.5,0.2,1.8,61.6,54.1,23473,24.3,33635,12389,12121,-2.2,58.5,VA
34.3,15.9,3.9,Northumberland County,22.1,85.6,0.2,0.3,24.8,3.6,0.1,1.2,73.4,70.2,28568,11.1,51342,12330,12251,-0.6,64.5,VA
18.3,20.4,6.1,Nottoway County,12,73.8,0.7,0.4,39.4,4,0.1,1.5,57.9,55.2,19337,16.8,36607,15853,15579,-1.7,50.4,VA
19.7,21.9,5.8,Orange County,22.2,85,0.4,1.1,13.2,4.3,0.1,2.6,82.6,79,27655,12.6,60287,33481,35026,4.8,98.2,VA
19.8,20.3,5,Page County,11.4,75.6,0.2,0.4,2.2,1.9,0,1.1,96,94.4,22355,15.1,42906,24042,23848,-0.9,77.3,VA
24.2,18.1,4,Patrick County,10.7,75.3,0.5,0.3,5.8,2.8,0,1,92.4,89.9,18860,17.1,34864,18490,18264,-1.2,38.3,VA
20,19.9,4.3,Pittsylvania County,13.7,79.1,0.3,0.5,21.7,2.4,0,1.3,76.3,74.2,21583,14.5,42143,63506,62383,-1.7,65.5,VA
15.7,19.2,3.9,Powhatan County,27.6,85.9,0.3,0.6,12.6,2,0,1.2,85.2,83.5,31252,5.4,76548,28046,28449,1.4,107.8,VA
15.4,16.5,4.1,Prince Edward County,21.9,79.5,0.3,1.2,32.6,2.5,0.1,1.7,64,62.4,17208,19.8,37436,23368,23074,-1.2,66.8,VA
12.4,21.2,5.2,Prince George County,17.9,86,0.8,1.8,32.2,7.6,0.4,3,61.8,56.3,24434,8.1,63074,35725,37333,4.5,134.7,VA
8.3,28.1,7.9,Prince William County,38.1,89.1,1.1,8.4,21.5,22,0.2,4.4,64.4,45.7,37401,6.3,98071,402002,446094,11,1195,VA
20.6,18.4,4.8,Pulaski County,16.2,81.8,0.2,0.6,5.3,1.5,0,1.5,92.4,91.1,23987,13.9,44312,34872,34322,-1.5,109,VA
23.8,17.6,3.7,Rappahannock County,32.4,83,0.2,0.8,4.6,3.4,0.1,2,92.4,89.2,36505,10.8,56438,7373,7361,-1.9,27.7,VA
19.5,17.1,4,Richmond County,12.3,73.8,0.4,0.7,30,6.5,0,1.8,67,61.3,20875,12.8,47083,9254,8902,-3.8,48.3,VA
19.6,20.8,4.8,Roanoke County,33.1,90.9,0.2,3.2,5.8,2.7,0,1.7,89,86.8,31728,6.6,60795,92376,93785,1.5,368.7,VA
24.2,17.4,3.9,Rockbridge County,23.2,84.4,0.6,0.6,2.7,1.6,0,1.5,94.5,93.1,25638,12.6,48313,22307,22327,0.1,37.3,VA
18,22.4,5.4,Rockingham County,23.4,80.7,0.6,0.7,2.1,6,0,1.5,95.1,90.1,27298,10.4,52195,76314,78171,2.4,89.9,VA
18.8,19.7,5.2,Russell County,10.5,74.7,0.2,0.2,1,1.1,0,0.7,97.8,96.9,19735,19.3,33872,28897,28023,-3,61,VA
21.5,18.9,4.8,Scott County,10.9,74.9,0.3,0.2,0.8,1.3,0.1,0.7,97.9,96.8,21485,18.3,38355,23177,22384,-3.4,43.3,VA
20.2,21.5,5.6,Shenandoah County,19.8,84.6,0.4,0.8,2.4,6.8,0,1.6,94.8,88.8,25134,11.7,49625,41993,43021,2.4,82.5,VA
20,20.1,4.9,Smyth County,15,79.9,0.2,0.4,2.4,1.8,0,1.2,95.9,94.3,20837,18.4,37239,32208,31555,-2,71.4,VA
18,19,4.4,Southampton County,13.6,78,0.4,0.3,36.1,1.3,0,1.6,61.5,60.7,22433,16,46150,18570,18059,-2.9,31,VA
12.2,25.6,6.1,Spotsylvania County,28.2,89.1,0.4,2.7,16.1,8.7,0.2,3.3,77.3,70.1,31360,7.6,78345,122397,129188,5.3,304.9,VA
9.1,26.8,6.4,Stafford County,36.2,92.6,0.7,3.3,18,11.3,0.2,3.9,74,64.8,36574,5.1,97110,128961,139992,8.6,479.5,VA
19.1,18.2,4.5,Surry County,16.7,77.8,0.4,0.4,43.8,1.7,0,1.8,53.5,52.3,22600,11.5,47292,7058,6790,-3.9,25.3,VA
16.2,16,4.6,Sussex County,10.3,70,0.4,0.5,57.5,2.8,0,1.1,40.5,38.6,16546,15.3,39635,12087,11767,-2.6,24.7,VA
19.2,19.6,5,Tazewell County,12.9,77,0.2,0.7,3.4,0.9,0,1.1,94.6,93.8,21358,18.3,35693,45078,43452,-3.6,86.9,VA
14.5,22.6,5.8,Warren County,20.5,84,0.5,1.1,5.1,4.1,0.1,2.1,91.2,87.5,28889,9.3,61610,37575,38987,4.2,176,VA
20.3,19.1,4.9,Washington County,22.3,83.2,0.2,0.6,1.5,1.4,0,0.8,97,95.6,25109,12.1,41897,54876,54729,-0.3,97.8,VA
23.7,18.5,5.4,Westmoreland County,14.9,79.1,0.8,0.8,27.4,6.1,0.1,2.4,68.5,63.6,25245,12.9,49157,17454,17477,0.1,76.1,VA
15.9,20,5.4,Wise County,13.1,72.9,0.2,0.4,5.4,1.2,0,1,93,92,19107,21.9,36218,41452,39935,-3.7,102.8,VA
19.7,20.1,5,Wythe County,15,81.7,0.2,0.6,2.9,1.1,0,1.3,95.1,94.1,23219,14.4,41275,29235,29121,-0.4,63.3,VA
14.6,24.1,5.3,York County,42,94.9,0.5,5.5,13.4,5.8,0.2,3.3,77.1,72.5,36373,5.7,82073,65464,66342,1.8,624.8,VA
10.1,17.8,7.5,Alexandria city,61.4,91.2,0.8,6.9,22.6,16.6,0.1,3.1,66.4,52.3,54608,8.4,85706,139966,150575,7.5,9314.3,VA
0,0,0,Bedford city,25,86.3,0,0,0,0,0,0,0,0,22322,18.7,35593,6222,0,0,904.6,VA
19.9,20,4.5,Bristol city,19.6,81.6,0.3,0.9,5.9,1.7,0,1.9,91,89.6,18820,21,32221,17835,17184,-3.7,1370.6,VA
17.6,21.8,6.3,Buena Vista city,14.9,77,1.2,0.6,5.3,2.5,0.3,2,90.7,88.4,18453,20.6,36591,6650,6603,-0.7,991.9,VA
9.5,15.6,5.7,Charlottesville city,49.9,88.2,0.4,7.1,19.2,4.9,0.1,3.2,69.9,66.1,27268,27.5,44601,43475,45593,5,4246.4,VA
11.8,24.5,6.3,Chesapeake city,29.3,90.2,0.4,3.4,30.1,5.3,0.1,3.2,62.7,58.9,29905,8.5,69743,222209,233371,5,652,VA
20.1,23.1,7.1,Colonial Heights city,20.5,88.7,0.6,3.3,13.9,5.3,0.2,2.2,79.8,75.8,27610,9.3,50835,17411,17731,1.8,2315.3,VA
18.9,22.5,7.1,Covington city,8.3,78.8,0.4,0.8,12.8,2.5,0,2.4,83.7,81.5,20160,21.3,34319,5961,5802,-2.6,1090.2,VA
19.7,22.3,6.9,Danville city,17.2,77.9,0.4,1.2,49.4,3.4,0.1,1.5,47.5,44.8,19626,27.4,30786,43055,42444,-1.4,1002.8,VA
17.5,23.8,4.2,Emporia city,16,71.4,0.5,1.2,63.7,5.5,0.1,1.3,33.2,29.2,19710,29,32155,5927,5462,-7.8,859.7,VA
15.4,23.5,9,Fairfax city,51.9,92,0.8,17,5.4,16.6,0.1,3.4,73.3,58.8,44345,7.2,97242,22565,24483,8.6,3616.8,VA
11.4,26.6,7.3,Falls Church city,74.4,97.3,0.5,9.3,5.3,9.5,0.1,4.3,80.6,72.3,59088,4,120000,12332,13601,10.7,6169.1,VA
17.5,26.2,8.8,Franklin city,20.6,79.4,0.4,0.9,57.3,2.3,0,2.1,39.2,37.8,19588,23,31928,8582,8526,-0.4,1045.8,VA
10.1,20.3,7.2,Fredericksburg city,35.1,90.3,0.8,3,24.1,10.9,0.1,3.7,68.4,60,27222,18.6,47040,24286,28350,18,2326.2,VA
20,23.9,7.4,Galax city,14.5,75.8,0.3,0.6,7,14.7,0.3,2.1,89.7,76.8,21769,25.3,30325,7042,7014,-0.4,854.6,VA
13.7,21.7,6.3,Hampton city,22.5,89.3,0.5,2.4,49.8,5.3,0.2,3.8,43.3,40.1,25247,14.9,50705,137436,136879,-0.5,2673.2,VA
8.1,16.2,5.3,Harrisonburg city,35.1,81.5,0.7,4,8.4,18.6,0.2,2.6,84.1,68.1,17080,33.5,38048,48914,52478,7.3,2808.2,VA
15.7,25.3,7.5,Hopewell city,10.2,76.8,0.6,1.1,39.4,7.2,0.2,3.2,55.5,50.4,20388,20.1,37933,22591,22196,-1.7,2198,VA
14.1,12.3,3.7,Lexington city,41.7,78.3,0.3,3.2,9.6,3.8,0.1,2.2,84.6,81.1,14763,25.2,36505,7042,7311,3.9,2820.2,VA
14,20,6.5,Lynchburg city,31.2,86,0.5,3.1,28.5,3.3,0.1,2.1,65.7,63.1,21440,24.7,38138,75568,79047,4.5,1538.2,VA
8.2,27,8.6,Manassas city,28.7,82.6,1.3,6,15.1,33.7,0.2,3.7,73.7,43.9,28752,11.7,71036,37821,42081,11.2,3827.6,VA
7.5,24.9,5.1,Manassas Park city,26,82.9,1.3,10.3,15,35.5,0.3,3.7,69.4,38.3,26944,7,71227,14273,15174,6.6,5632.6,VA
20.4,23.3,7.5,Martinsville city,16.7,77.7,0.4,1,45.1,4.8,0,2,51.4,47.6,19900,27.2,28116,13821,13711,-0.8,1261.5,VA
11.6,23.5,7.3,Newport News city,23.9,89.2,0.6,3.2,41.1,8.5,0.2,4,50.9,45.2,25310,15.2,51027,180719,182965,1.1,2630,VA
9.9,20.3,6.9,Norfolk city,25.3,86,0.7,3.7,42.7,7.5,0.2,3.5,49.2,44,24659,19.2,44747,242803,245428,1.1,4486.4,VA
14.8,22.9,5.6,Norton city,20.5,81.4,0.3,1.5,6.6,3.3,0,2.3,89.3,86.3,22699,18.1,39416,3958,4031,2.2,529.1,VA
15.3,22.1,8.4,Petersburg city,14.9,73.7,0.4,1.2,77.6,4.4,0.2,2.2,18.4,15.9,18936,26.7,34424,32420,32701,0.9,1413.7,VA
18.3,21.8,3.6,Poquoson city,37.2,92.7,0.4,2.4,1.2,2.3,0,1.6,94.4,92.4,38444,5.6,81892,12150,12048,-0.9,793.2,VA
13.9,23.4,7.6,Portsmouth city,19.5,82.4,0.5,1.4,53.4,4,0.1,2.8,41.8,39.3,23138,18.4,46166,95535,96004,0.5,2838.8,VA
7.9,13.3,3.8,Radford city,32.1,86.7,0.2,2.4,9.1,3.2,0.1,2.2,86,83.2,16181,37.7,30714,16408,17646,7.5,1662.1,VA
11.4,18.4,6.3,Richmond city,34.8,81.5,0.6,2.4,49.7,6.6,0.2,2.2,44.7,40.2,27184,25.6,40496,204214,217853,6.7,3414.7,VA
14.9,22.1,7.2,Roanoke city,23.6,81.8,0.4,2.3,29,5.9,0.1,2.8,65.4,60.7,23295,22.4,38145,97032,99428,2.6,2279.8,VA
17.1,19.9,5.3,Salem city,30.8,88.9,0.3,1.9,7.3,3.2,0,1.9,88.5,86,26661,11.7,48733,24802,25483,2.6,1717.9,VA
20.6,18.9,5.8,Staunton city,28,84.6,0.3,1.2,12,2.8,0,2.6,83.8,81.5,24753,18,38501,23746,24538,3.3,1188.8,VA
13,24.9,6.4,Suffolk city,26.2,87.2,0.4,1.8,42.9,3.7,0.1,2.3,52.4,49.9,29135,11.4,66085,84585,86806,2.6,211.4,VA
12.3,22.8,6.7,Virginia Beach city,32.9,93.6,0.5,6.8,20,7.7,0.2,4,68.6,62.9,31934,7.9,65219,437994,450980,3,1758.9,VA
17.4,23.8,7.5,Waynesboro city,19.1,83.6,0.5,0.9,11.7,7,0,3.2,83.7,77.8,22872,19.9,44847,21006,21366,1.6,1396.8,VA
15.8,10.6,3.2,Williamsburg city,49.8,91.7,0.3,6.4,15,7.1,0.1,3.1,75.1,69.2,23127,19.5,48616,14068,14691,7.4,1559.3,VA
14.6,22.5,6.7,Winchester city,28.6,83.8,0.9,2.7,11.6,16.4,0.1,3,81.8,67.5,26060,20.1,44200,26203,27543,5.1,2838,VA
10.2,35.3,10.6,Adams County,14,65.7,5,1.5,1.4,62,0.1,1.5,90.6,35.6,16940,22.9,43926,18728,19179,2.4,9.7,WA
20.9,21,5.4,Asotin County,17.8,89.6,1.6,0.9,0.6,3.6,0.2,2.4,94.4,91.3,24659,13.6,43175,21623,22189,2.6,34,WA
13.4,26.7,7.2,Benton County,28.9,88.5,1.3,3,1.6,20.4,0.2,2.9,91,72.3,28583,12.8,60485,175177,186486,6.5,103,WA
17.5,24.2,6.8,Chelan County,23.9,83.2,1.8,1.2,0.8,27.4,0.2,2.1,93.8,68.6,25893,13.2,51354,72453,74588,2.9,24.8,WA
26.9,17.7,4.7,Clallam County,24.2,91.3,5.6,1.7,1,5.8,0.2,3.7,87.8,83.5,25865,14.6,46033,71404,72715,1.8,41.1,WA
13.8,25.2,6.3,Clark County,26,91.3,1.1,4.6,2.2,8.7,0.8,4,87.3,80,27681,12.4,58225,425363,451008,6,676.2,WA
26.6,19,3.7,Columbia County,17.2,86.1,1.6,0.7,0.6,6.3,0.3,2.4,94.4,89,23814,17.1,42519,4078,3985,-2.3,4.7,WA
18.1,22.9,5.8,Cowlitz County,15.4,87.4,1.9,1.6,0.9,8.4,0.3,3.3,91.9,84.7,23557,17.6,47596,102410,102133,-0.3,89.8,WA
15.9,26.2,6.9,Douglas County,17.3,80.4,2,1.1,0.8,30.4,0.2,2.2,93.7,65.8,22467,15.8,51908,38431,39804,3.6,21.1,WA
22.3,18.6,4.6,Ferry County,16.1,87,16.9,0.9,0.7,4.2,0.2,4.9,76.5,73.8,20052,20.7,37571,7551,7667,1.5,3.4,WA
7.9,33.5,10,Franklin County,15,71,1.4,2.1,2.8,51.9,0.4,2.4,90.9,42.1,19503,20.2,55177,78163,87809,12.3,62.9,WA
24.6,19.9,4.2,Garfield County,22.7,96.6,0.4,1.9,0,4.5,0,2.3,95.4,91.8,26954,12.1,51548,2266,2215,-2.3,3.2,WA
12.6,30.2,8.6,Grant County,14.6,76.2,2.1,1.1,1.8,39.9,0.2,2.2,92.6,55.7,19738,20.3,45949,89120,93147,4.5,33.3,WA
18.9,21.1,5.6,Grays Harbor County,14.1,85.4,5.4,1.5,1.4,9.8,0.3,3.6,87.7,79.8,21828,19,42405,72797,70818,-2.7,38.3,WA
22.5,18.9,5.5,Island County,31.7,94.6,1.1,4.8,2.9,7.1,0.5,4.5,86.3,80.6,30941,9,58455,78506,79275,1,376.6,WA
31.8,13.4,3.3,Jefferson County,36.5,94.6,2.2,1.8,1,3.7,0.2,3.4,91.3,88.4,28266,13.3,46320,29872,30228,1.2,16.6,WA
12.2,21,6.2,King County,46.6,92.1,1.1,16.4,6.7,9.4,0.8,4.9,70.1,62.4,39911,11.5,71811,1931249,2079967,7.7,912.9,WA
16.1,20.9,5.7,Kitsap County,29.5,93.6,1.8,5.4,2.9,7.2,1,5.6,83.3,77.7,31769,10.4,62413,251133,254183,1.2,635.9,WA
14.6,18.1,5,Kittitas County,33.6,91.1,1.3,2.3,1.2,8.8,0.2,3.2,91.9,84.2,22796,22.6,42982,40915,42522,3.9,17.8,WA
21.1,20.5,5.1,Klickitat County,19.5,87,2.8,0.8,0.6,12.3,0.2,2.8,92.9,81.9,22229,17.5,41694,20318,20861,2.7,10.9,WA
19.8,21.9,5.8,Lewis County,14,85.9,1.8,1,0.8,9.7,0.2,3.1,92.9,84.5,22212,15.4,42860,75455,75128,-0.4,31.4,WA
23.9,21.7,4.7,Lincoln County,20.3,93.5,1.9,0.7,0.4,3.1,0.1,2.6,94.3,91.6,25816,14.2,47195,10570,10250,-3,4.6,WA
21.3,19.3,5.4,Mason County,17.3,88.5,4.5,1.3,1.4,8.9,0.4,4.1,88.3,81.6,23542,17.3,48755,60699,60711,0,63.3,WA
19.8,23.4,6.4,Okanogan County,16.5,81.7,12.6,1,0.8,19,0.2,3,82.4,66.4,20735,20.7,40368,41120,41290,0.4,7.8,WA
27.9,17,4.6,Pacific County,17.8,87.6,3.1,2.2,1,9,0.2,3.7,89.9,82.6,23888,17.2,39830,20920,20561,-1.7,22.4,WA
23.1,20,4.6,Pend Oreille County,17.8,90.3,4,0.7,0.7,3.6,0.1,3.1,91.3,88.8,23167,20.4,40567,13001,12985,-0.1,9.3,WA
12.7,24,6.9,Pierce County,24,90.5,1.7,6.6,7.4,10.2,1.5,6.7,76.1,68.4,28223,12.4,59204,795225,831928,4.6,476.3,WA
29.4,14.1,3,San Juan County,45.1,94.5,0.9,1.5,0.6,5.9,0.1,2.5,94.5,89.4,37719,10.8,53376,15769,16015,1.6,90.7,WA
18.7,22.5,6.1,Skagit County,23.6,88.2,2.7,2.2,0.9,17.8,0.3,3,90.8,75.4,27065,13.5,55925,116901,120365,3,67.5,WA
17.4,20.8,4.5,Skamania County,20.8,89.6,2.1,1.1,0.7,6,0.1,3,93,88,28449,12.5,53712,11066,11340,2.5,6.7,WA
12.1,23.2,6.2,Snohomish County,28.9,91.1,1.6,10.2,3.1,9.7,0.5,4.4,80.2,72.1,31349,10.4,68381,713335,759583,6.5,341.8,WA
14.8,22.5,6.1,Spokane County,28.4,92.6,1.7,2.3,1.9,5.2,0.4,3.8,89.8,85.6,25661,15.4,49233,471221,484318,2.8,267.2,WA
20.7,22.1,5.1,Stevens County,18.6,90.6,5.8,0.7,0.5,3.5,0.2,3.3,89.4,86.8,21986,16.5,41742,43531,43650,0.3,17.6,WA
15.2,22.1,6.1,Thurston County,32.3,92.9,1.7,5.7,3.4,8.4,1,5.2,82.9,76.3,29744,11.7,62229,252264,265851,5.4,349.4,WA
30.7,17.3,3.6,Wahkiakum County,14.3,93.1,1.5,1,0.4,3.4,0.2,3.2,93.6,90.8,22334,22.6,41815,3978,4067,2.2,15.1,WA
16.5,21.7,5.8,Walla Walla County,26,88,1.4,1.7,2.1,21.2,0.3,2.4,92.2,72.5,23809,17.8,46597,58781,59844,1.8,46.3,WA
15.4,20.2,5.5,Whatcom County,31.9,90.9,3.2,4.3,1.2,8.9,0.3,3.7,87.3,79.9,26530,16.4,51939,201140,208351,3.6,95.5,WA
10,15.2,4.7,Whitman County,48.9,96.2,0.7,7.7,2.3,5.6,0.3,3.9,85.1,80.3,21208,32.6,36257,44776,46827,4.6,20.7,WA
12.8,29.8,8.4,Yakima County,15.5,71,6,1.5,1.5,47.7,0.2,2.8,88,45,19433,22.6,43506,243231,247687,1.8,56.6,WA
18.3,20.9,5.3,Barbour County,11.5,78.3,0.5,0.2,1,0.8,0,1.5,96.7,96.1,17876,17.6,37327,16589,16766,1.1,48.6,WV
13.3,24.2,6.2,Berkeley County,19.8,86,0.3,1.1,7.5,3.9,0,2.7,88.4,85.1,26264,13.1,53515,104169,110497,6.1,324.4,WV
16.8,22.4,5.7,Boone County,8.5,75.5,0.1,0.1,0.6,0.5,0,0.6,98.5,98,21627,20.7,42156,24629,23714,-3.7,49.1,WV
20,20.4,5.8,Braxton County,11.2,77.8,0.3,0.3,0.6,0.7,0,1,97.7,97.2,18635,22,31848,14523,14463,-0.4,28.4,WV
21.5,17.8,3.8,Brooke County,17,89.5,0.1,0.4,1.6,0.8,0,1.2,96.7,96,22815,13.1,42493,24069,23530,-2.2,269.8,WV
17,20.1,6.1,Cabell County,25.8,86.3,0.2,1.2,5.1,1.4,0,2.1,91.3,90.2,23647,22.2,38374,96319,97109,0.8,342.8,WV
20.7,19.1,4.9,Calhoun County,10.2,76.6,0.3,0.2,0.3,1.1,0,1,98.2,97.2,18053,22,31679,7627,7513,-1.5,27.3,WV
19.1,22.8,6.5,Clay County,8.1,72.7,0.2,0.1,0.2,0.5,0,1.2,98.3,97.8,16740,24.8,31613,9386,8941,-4.7,27.5,WV
16.9,17.7,4,Doddridge County,12.4,80.6,0.3,0.3,1.9,0.7,0,1.1,96.4,95.8,17334,15.5,34817,8202,8391,2.3,25.7,WV
18.7,20.6,5.9,Fayette County,11.6,78.9,0.3,0.2,4.7,1.1,0,1.3,93.4,92.5,18685,21.2,33771,46039,45132,-2,69.6,WV
